"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"3228","Inzo","Apr 27, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ethernia Productions","Ethernia Productions"
"3229","oldTail","May 3, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BK dddDang","BK dddDang"
"3230","BitBreaker","May 15, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","God As A Cucumber","God As A Cucumber"
"3231","What's My Gender?","Jun 1, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Leo Lipasti","Leo Lipasti"
"3232","HexTrains","Jun 12, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Stephan Weiss","Stephan Weiss"
"3233","Kick Them Out!!!","Jun 15, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Maximilian Ritters","Maximilian Ritters"
"3234","探灵警探","Jun 25, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","wuxin","wuxin"
"3235","Fruit Hoop","Jun 28, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Teeter Games","Teeter Games"
"3236","Seed of Amaranth","Sep 7, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Veritenze LLC","Veritenze LLC"
"3237","Whispered Secrets: Golden Silence Collector's Edition","Jul 30, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Grandma Studios","Big Fish Games"
"3239","Lovestory","Aug 30, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gunval Team","Gunval Team"
"3241","Super Streaker Plus","Aug 31, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rice and Pixel Ltd","Rice and Pixel Ltd"
"3242","Shahrzad - The Storyteller","Aug 17, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Electro gryphon gamelab","Libredia Entertainment"
"3243","Seul (Alone): The entrée","Aug 30, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Paranormal Games","Paranormal Games"
"3245","Jar Sam","Oct 4, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dead Peach","Dead Peach"
"3246","Soul-Ivy: C0","Oct 11, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Xenofiction","Xenofiction"
"3247","Fallen Sky -Online-","Oct 19, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Marco Braun","Vault Softworks"
"3249","Shepard Fairey VR - DAMAGED","Oct 14, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Talespin","VRt Ventures"
"3250","A Flappy Bird in Real Life","Oct 31, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cardinal Game Studio","Cardinal Game Studio"
"3251","Campido","Oct 28, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Musclebird","Musclebird"
"3253","One minute of death","Dec 18, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Krzysztof Konopka","Krzysztof Konopka"
"3254","The Eerie Adventures Of Kally","May 31, 2018","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DS","DS"
"3256","Critical Mess","Jan 24, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DK VIP Lounge","DK VIP Lounge"
"3257","Stranded Alone","Jan 23, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tanny Tran","Tanny Tran"
"3258","Entropic Shop VR","Jan 24, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Big Horn Studio","Big Horn Studio"
"3259","Cannon Crew","Feb 1, 2018","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WoksOnStudios","WoksOnStudios"
"3260","The Little Slime","Feb 11, 2018","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SudoTilt","SudoTilt"
"3261","LVL99: AxeRage","Jan 31, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Master UOMU","Master UOMU"
"3262","Flying Turkey","Feb 9, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MONSTER CITY","MONSTER CITY"
"3263","Fuse Balls","Mar 8, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dilmer Valecillos","Dilmer Games"
"3264","Divided: Soul Theft","Mar 14, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jagged Games","Jagged Games"
"3265","Just a Jumping Square","Mar 5, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alfa-Omega","Alfa-Omega"
"3266","The Great Fantasy Struggle","Sep 26, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alina Digital","Alina Digital"
"3268","Turn-Based Champion","Jun 2, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Searchlight Games","Searchlight Games"
"3269","Devious","Jul 26, 2018","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Top Hat Curios","Nutaku Publishing"
"3270","Cartoonway : Mini Cars","May 18, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Art Of Adventures","Art Of Adventures"
"3271","Corpse Mob","Jun 4, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Organic Robot Games","Organic Robot Games"
"3272","Escape the Grid VR","Jun 15, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","L&D Games","L&D Games"
"3273","Keiko Everlasting","Jun 11, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Matt Stanton, Unmei No Basho, Kojiasano, Jeff Stanton, Naoko Kabashima","Matt Stanton"
"3274","Vertigo FPS","Jun 27, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lothor, Informo","Lothor, Informo"
"3275","Camp Grizzly VR","Jul 4, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blacksmith Studios","David and Goliath International Corporation"
"3276","Automatum","Jul 30, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Old Point Games","Old Point Games"
"3277","Catch'em","Aug 10, 2018","$1.01","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ToBringAlive","Sunlight Games"
"3278","Life After The Living","Jul 24, 2018","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","J&J Game Dev's","J&J Game Dev's"
"3280","BattleBlade","Aug 31, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Roxra","Roxra"
"3281","Sparticles","Aug 27, 2018","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Zarbuz","Zarbuz"
"3283","Pirate Island Rescue","Sep 17, 2018","$0.67","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bad Logic Studios","Bad Logic Studios"
"3284","The Twiggles VR","Sep 24, 2018","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jump Start Games","Jump Start Games"
"3285","We Happy Few - Soundtrack and Digital Goods Bundle","Aug 29, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Compulsion Games","Gearbox Publishing"
"3286","GyroCube VR","Sep 19, 2018","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SWUMP, Anders Schou","SWUMP, Anders Schou"
"3288","Gold Magic 800","Sep 25, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Etqan Company","Etqan Company"
"3289","Thrill Rollercoasters","Sep 27, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gooners Game","Gooners Game"
"3290","Zero spring episode 1 English translation version","Oct 24, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sonic-Alpha","NS"
"3291","Jam Studio VR - Education & Health Care Edition","Oct 23, 2018","$99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Beamz Interactive, Inc.","Beamz Interactive, Inc."
"3292","Joe's Wrath","Oct 29, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dandy Dino Studio","Dandy Dino Studio"
"3293","Backgammon, Chess & Checkers","Oct 29, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MobileFusion Apps Ltd","MobileFusion Apps Ltd"
"3294","Hulì The Mage","Dec 11, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Scelzi Stefano","Scelzi Stefano"
"3295","Elite Archery","Nov 29, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RewindApp","RewindApp"
"3296","King Erik","Dec 25, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Battle Crafters LLC","Battle Crafters LLC"
"3298","Muzzleloaded","Dec 21, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jordan Keith","Frontside Games"
"3299","Jailbreak Lockdown","Dec 21, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hi I'm Alec Games","Hi I'm Alec Games"
"3300","Onslaught: Armoured Assault","Oct 14, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lazy Friday Studio","Lazy Friday Studio"
"3301","Fruit for the Village","May 22, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eerie Bear Games","Eerie Bear Games"
"3302","RoboHeist VR","Apr 13, 2018","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blob Lab","Blob Lab"
"3303","Seishin - Virtual Rhythm","Feb 20, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sean Reilly","Sean Reilly"
"3304","Naturallandscape - Three Gorges (自然景观系列-长江三峡)","Mar 16, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Magicvalley Studio","Magicvalley Studio"
"3305","The Necklace of Blood","Mar 27, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ramos Creative Minds","Ramos Creative Minds"
"3306","Hummingz - Retro Arcade action revised","Apr 20, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Stefan Preuss","Stefan Preuss"
"3307","Echoes of the Past: Wolf Healer Collector's Edition","Jun 1, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Orneon","Big Fish Games"
"3308","Fly Killer VR","May 30, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blue_Trigger","Blue_Trigger"
"3309","How About Spikes","Nov 9, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SoulPixel Studio","SoulPixel Studio"
"3311","Fortune and Gloria","Jul 24, 2018","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bad Logic Studios","Bad Logic Studios"
"3312","Formula XD","Sep 20, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nitroglycerin Ltd.","Nitroglycerin Ltd."
"3313","Prixel","Nov 1, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Grytis","Indie"
"3314","Croquet Pro 2","Nov 15, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Falling Ninja Productions","Top Secret Studios"
"3315","Tank raid","Dec 18, 2018","$0.75","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ARGames","Metal Fox"
"3316","Adecke - Cards Games Deluxe","Nov 21, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Philippe Pelchat","Philippe Pelchat"
"3317","Project Glitch","Jan 23, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rithm Gaming","Rithm Gaming"
"3318","Blackbeard's Cove","Apr 27, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TAS Systems","TAS Systems"
"3319","Tomb Exploration VR","Mar 9, 2018","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Epotech","Epotech"
"3320","Marginal act","Mar 28, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Marginal act","Marginal act"
"3321","Trainpunk Run","Mar 23, 2018","$3.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jellyworld Interactive","Jellyworld Interactive"
"3322","Crazy Science: Long Run","Apr 17, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jigsaw Unravel","Jigsaw Unravel"
"3323","Galaxy Ball","Apr 26, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Art Of Adventures","Art Of Adventures"
"3324","Containment Initiative: PC Standalone","Apr 27, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gwyn Games","Gwyn Games"
"3325","Ghost Mountain Roller Coaster","Jan 24, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Raw Lion Workshop","Raw Lion Workshop"
"3326","RuneTech","May 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","James Conrad, Micah Sigmund, Meaghann LeBleu","Hyaloid Games"
"3327","Turn up jeans","Jun 2, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Anime squad","Anime squad"
"3328","Small person","Jun 13, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Giks","Giks"
"3329","Doomsday on Demand","Jun 26, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hosted Games","Hosted Games"
"3330","Rage of the Pumpkins - Space Prostitutes Must Die! Again","Jul 2, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","You are Fired! team","Versus Publishing"
"3331","Deadly Silence","Jun 18, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Electrical Eagle","Electrical Eagle"
"3332","Gensokyo Rolling Force / 幻想郷ローリングフォース","Aug 9, 2018","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","頂点α","頂点α"
"3333","Dragon`s Checkers","Sep 14, 2018","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","iwangr","iwangr"
"3334","Mind Map VR / マインドマップVR","Jul 30, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VR-AR Corp","VR-AR Corp"
"3335","ZOOMnBOOM","Aug 29, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MooCow Games","MooCow Games"
"3336","Hentball","Sep 24, 2018","$0.75","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Metal Fox, PashaPencil","Metal Fox"
"3337","Warbot","Mar 26, 2018","$18.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Shanghai Lusion Computer Software Co. Ltd.","Shanghai Lusion Computer Software Co. Ltd."
"3338","M.I.N.D.","May 23, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kasper Kataja (kasbr), Johannes Lähteenmäki (dlooph)","Cosmotic Games"
"3339","Epiphany!","May 25, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Promethean Interactive","Promethean Interactive"
"3340","Turbo Soccer VR","Jun 14, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dodo4Story Games","Dodo4Story Games"
"3341","Up And Up","May 21, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Junitre Works","Junitre Works"
"3342","PASSAGE","Nov 14, 2018","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Magic Time Software","Magic Time Software"
"3343","Let's Split Up (A Visual Novel)","May 31, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Upside Down Fox","Upside Down Fox"
"3344","RollTheEarth","Jun 17, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TYSoft","TYSoft"
"3345","Draft Day Sports: College Football 2018","Jul 6, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wolverine Studios","Wolverine Studios"
"3346","Jumper Magic","Jul 3, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TheElvenTale Games","TheElvenTale Games"
"3347","Pilgrimage","Jul 7, 2018","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Robbin Leung","Robbin Leung"
"3348","Space Wars","Jul 23, 2018","$0.9","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Star Studios","Star Studios"
"3349","3 Days in the Abyss","Nov 27, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hasiel_Sarsby","Gamaliel Studios"
"3350","Игра забытых Богов. Проснись / Game of the forgotten Gods. Wake up","Apr 17, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tatuzova Tatiana","Tatuzova Tatiana"
"3351","Descending","Nov 14, 2018","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","oldnag","oldnag"
"3352","Shop Tycoon The Boss","Jul 31, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","JNA Game","JNA Game"
"3353","GoFetch","Aug 10, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Digital Dog Games","Digital Dog Games"
"3354","Zombie Soldier","Oct 24, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lorag Games","Lorag Games"
"3355","バインドを解除する(unbind)","Nov 28, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ryouko","Pink Label Games"
"3356","Supreme Casino City","Dec 11, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ziopops Limited","Ziopops Limited"
"3357","Jerry and the mystery loot box","Jan 31, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Desdres","Casioqum"
"3358","Feed Eve","Feb 9, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Womb Team","Womb Technology"
"3359","Hentai PuZZles","Apr 26, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nikita ""Ghost_RUS""","Ghost_RUS Games"
"3361","Heroes Of The Offworld Arena","Jun 5, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Simulators Gear","Simulators Gear"
"3362","Made to Order: The Party Game","Jun 19, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mega Dwarf Inc.","Mega Dwarf Inc."
"3364","Der Milchbauer","Aug 21, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NMY Mixed-Reality Communication GmbH","KTBL"
"3365","梦本无忧","Sep 18, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","幻想禁","We are Huanxiangjin"
"3366","Let's Play with Nanai!","Nov 1, 2018","$39.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VRJCC","ImagineVR"
"3367","Sharknado VR: Eye of the Storm","Nov 7, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Autumn VR, Melcher Studios","Autumn VR"
"3368","Norilsk","Apr 27, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sunflower Games","Sunflower Games"
"3371","Wrestlers Without Boundaries","May 30, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Real Fighting","Real Fighting"
"3372","Audio Editor","Jul 30, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Music Paradise","Music Paradise"
"3373","Fort","Aug 9, 2018","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","crowgames","crowgames"
"3374","Strike Cars","Sep 5, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Action Portal","Action Portal"
"3375","Wolf: The Evolution Story","Aug 21, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Foxie Ventures","App Business Ventures LLC"
"3376","Urbance Clans Card Battle!","Oct 3, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Steambot, Fishing Cactus","Plug In Digital"
"3377","Skywriter","Aug 24, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Zero Flag","Zero Flag"
"3378","The President","May 7, 2018","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mario Scarfone","Mario Scarfone"
"3379","Gallows Choice","Aug 31, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Softwaves Mini","HandMade Games"
"3381","Bloody and cruel story of toys","Mar 7, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WTFOMGames","WTFOMGames"
"3382","Under The War","Jun 20, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lightning Zebra","Lightning Zebra"
"3383","Draft Day Sports: Pro Golf","Jul 24, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wolverine Studios","Wolverine Studios"
"3384","Full Metal Renegade","Aug 5, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Action Portal","Action Portal"
"3385","A.D.M(Angels,Demons And Men)","Aug 15, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SmartOliveGames","HandMade Games"
"3386","Criminal Pursuit Force","Oct 7, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bleeding Edge Studio","Bleeding Edge Studio"
"3387","Secret Laboratory","Mar 27, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Falco Software",""
"3388","Magic Chess","Jun 20, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","One Tap Games","One Tap Games"
"3390","Hay Day Farm 2019 - 卡通农场","Nov 22, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Funs Studios","Funs Studios"
"3391","Cave Brawlers","Jan 15, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Samuel Arminana","Samuel Arminana"
"3392","Magic Tower 3D","Mar 8, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","PlayTech Studio","PlayTech Studio"
"3393","Abnormal world: season one","Apr 18, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kedexa","Kedexa"
"3394","Meme Machine","Jun 22, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Retroware","Retroware"
"3395","Longest Monday: Unveiling","May 30, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gamenesis","Gamenesis"
"3396","Total 15","Aug 10, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Softwaves Mini","HandMade Games"
"3397","Double Stretch","Aug 20, 2018","$0.75","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ARGames","Metal Fox"
"3398","ICE AGENT","Oct 9, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Racing Bros","ANPA.US"
"3399","Drift Legends","Mar 15, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Black Fox Entertainment, Starkom Entertainment","Black Fox Entertainment, Starkom Entertainment"
"3400","TheWraithTrails","Apr 3, 2018","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","wraithgames","wraithgames"
"3401","Flurius","Apr 24, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","One Buck","One Buck"
"3402","Crappy Tube","Dec 6, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KY","StarK Software"
"3403","Dusk Of Confinement","Feb 23, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SashaNyasha","SashaNyasha"
"3404","Simple Sailing","May 11, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Racing Bros","ANPA.US"
"3405","AVATAR: Consolidate","Jun 29, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bright Phoenix Studio","Bright Phoenix Studio"
"3407","HecatoncheirStory","Aug 20, 2018","$0.75","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ARGames","Metal Fox"
"3409","Sci-fi Chess","Apr 11, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Green-eyed Taxi","Narko Games"
"3410","LVN Fake News","Aug 21, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sunflower Games","Sunflower Games"
"3411","Tomscape","May 9, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sokpop Collective","Sokpop Collective"
"3412","Pottery Crafts: Hand-Made Simulator","Mar 15, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","One Tap Games","One Tap Games"
"3414","Jurassic City Walk","Apr 25, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Real Fighting","Real Fighting"
"3415","Drill Arena","Feb 25, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TheDreik","Phoenix Reborn Games"
"3416","Coinon","Jun 19, 2018","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ExtinctionArts","ExtinctionArts"
"3417","Fading Visage","May 29, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Simulators Gear","Simulators Gear"
"3418","ArcBall 2","Apr 24, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VladProduction","VladProduction"
"3419","S-COPTER: Trials of Quick Fingers and Logic","Feb 12, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Noble Fox Games","Noble Fox Games"
"3420","Sol Galaxy Defender","Feb 12, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Quack Games","James Habgood"
"3421","Showdown at Willow Creek","Jan 18, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Choice of Games","Choice of Games"
"3422","Maestro: Notes of Life Collector's Edition","Feb 2, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AMAX Interactive","Big Fish Games"
"3423","Glista","Jan 27, 2018","$1","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Binary Logic","Binary Logic"
"3424","Riddles of Fate: Memento Mori Collector's Edition","Feb 9, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Elephant Games","Big Fish Games"
"3425","Flatwaters: The Curse of Echita","Jun 29, 2018","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lunarhellgames","Lunarhellgames"
"3426","Fantasy Realm: A Land Torn Asunder","Mar 27, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wildwood Game Studios","Wildwood Game Studios"
"3427","varBlocks","Mar 19, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Parallel Intersection Studio","Parallel Intersection Studio"
"3428","Finger Jets","Apr 24, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Josh Jaques","Josh Jaques"
"3429","Save Snegurochka!","Apr 26, 2018","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TIPA Games Berlin","TIPA Games Berlin"
"3430","Life Lessons","May 10, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ben Busby","Ben Busby"
"3431","Magic Masks","Apr 30, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Magic Masks Team","Magic Masks Team"
"3432","Super Skull Smash GO! 2 Turbo","Jul 16, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TACS Games","Poppy Works"
