"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"9070","RollerCoaster Tycoon 3: Complete Edition","Sep 24, 2020","$19.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Frontier Developments, Aspyr (Mac)","Atari, Aspyr (Mac)"
"9071","Another Brick in The Mall","Apr 30, 2020","$16.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","The Quadsphere","The Quadsphere"
"9072","我来自江湖 From Jianghu","Jul 24, 2020","$9.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Gamexel Studio","INDIECN"
"9073","Mosaique Neko Waifus 3","Aug 27, 2020","$2.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Lil Hentai Games","Lil Hentai Games"
"9077","Murder House","Oct 22, 2020","$11.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Puppet Combo","Puppet Combo"
"9084","Out of Space","Feb 26, 2020","$14.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Behold Studios","Behold Studios"
"9086","The Spike","Jun 5, 2020","N/A","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","SUNCYAN studio","PsychoFlux Entertainment"
"9087","Boomerang Fu","Aug 13, 2020","$14.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Cranky Watermelon","Cranky Watermelon"
"9091","CHANGE: A Homeless Survival Experience","May 1, 2020","$18.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Delve Interactive","Delve Interactive"
"9094","Mysteria ~Occult Shadows~","Sep 29, 2020","$12.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","U-Secret Studio","SakuraGame"
"9095","Dream Date","May 9, 2020","$1.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","ADOG","ADOG"
"9097","Dark Deception: Monsters & Mortals","Nov 2, 2020","$4.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Glowstick Entertainment","Glowstick Entertainment"
"9098","ELDERBORN","Jan 30, 2020","$2.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Hyperstrange","Hyperstrange"
"9100","[Chilla's Art] The Convenience Store | 夜勤事件","Feb 17, 2020","$2.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Chilla's Art","Chilla's Art"
"9104","Touhou Blooming Chaos 2","Apr 17, 2020","$5.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","二色幽紫蝶, re零同人社","二色幽紫蝶, 东游鉴"
"9109","Progressbar95","Sep 8, 2020","$4.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Igor Uduslivii","Spooky House Studios UG haftungsbeschraenkt"
"9110","Hylics 2","Jun 22, 2020","$14.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Mason Lindroth","Mason Lindroth"
"9111","Hidden Through Time","Mar 12, 2020","$7.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Rogueside","Rogueside"
"9112","他人世界末 On-looker","Jul 10, 2020","$8.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","8A studio","昆布科技"
"9114","Blackthorn Arena","May 19, 2020","$19.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","PersonaeGame Studio","Light Up Games"
"9117","MotoGP20","Apr 23, 2020","$19.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Milestone S.r.l.","Milestone S.r.l."
"9120","Mosaique Neko Waifus 2","Jun 5, 2020","$2.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Lil Hentai Games","Lil Hentai Games"
"9121","恋爱绮谭~不存在的夏天~","Oct 31, 2020","$8.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Never Knows Best","Never Knows Best"
"9122","Slap City","Sep 17, 2020","$19.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Ludosity","Ludosity"
"9123","The Game of Life 2","Dec 11, 2020","$4.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Marmalade Game Studio Ltd","Marmalade Game Studio Ltd"
"9124","NASCAR Heat 5","Jul 9, 2020","$14.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","704Games Company","Motorsport Games"
"9128","Pretty Neko","Feb 20, 2020","$0.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","GirlGames","GirlGames"
"9131","Return to Shironagasu Island","Mar 2, 2020","$4.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","HYOGO ONIMUSHI","TABINOMICHI"
"9140","The Room VR: A Dark Matter","Mar 26, 2020","$29.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Fireproof Games","Fireproof Games"
"9154","HARD BULLET","Oct 22, 2020","$19.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","GexagonVR","GexagonVR"
"9157","Cats Organized Neatly","Oct 12, 2020","$2.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","DU&I","DU&I"
"9158","Calico","Dec 15, 2020","$11.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Peachy Keen Games","Whitethorn Games, Maple Whispering Limited"
"9163","Maitetsu:Last Run!!","Oct 30, 2020","$34.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Lose","HIKARI FIELD"
"9164","The Suicide of Rachel Foster","Feb 19, 2020","$17.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","ONE-O-ONE GAMES","Daedalic Entertainment"
"9165","Hentai Vs Furries","Jan 10, 2020","$1.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","SeedWall","SeedWall"
"9172","STORY OF SEASONS: Friends of Mineral Town","Jul 14, 2020","$15.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Marvelous Inc.","XSEED Games, Marvelous USA, Inc., Marvelous"
"9182","The Test: Final Revelation","Oct 12, 2020","$1.59","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Randumb Studios","Randumb Studios"
"9185","The Infected","Aug 7, 2020","$15.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","DigX Studios","DigX Studios"
"9186","Riddle Joker","Dec 18, 2020","$34.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","YUZUSOFT","NekoNyan Ltd., HIKARI FIELD"
"9","Inertial Drift","Sep 11, 2020","$0.99","N/A (N/A/89%)","50,000 .. 100,000","00:00 (00:00)","Level 91 Entertainment","PQube"
"30","The Wonderful 101: Remastered","May 19, 2020","$30","N/A (N/A/85%)","50,000 .. 100,000","00:00 (00:00)","PlatinumGames Inc.","PlatinumGames Inc."
"35","Lair of the Clockwork God","Feb 21, 2020","$19.99","N/A (N/A/84%)","50,000 .. 100,000","00:00 (00:00)","Size Five Games","Size Five Games"
"50","Filament","Apr 23, 2020","$16.99","N/A (N/A/82%)","50,000 .. 100,000","00:00 (00:00)","Beard Envy","Kasedo Games, Maple Whispering Limited"
"62","Necrobarista","Jul 22, 2020","$19.99","N/A (N/A/81%)","50,000 .. 100,000","00:00 (00:00)","Route 59","Route 59, Coconut Island Games, PLAYISM"
"96","KUNAI","Feb 6, 2020","$16.99","N/A (N/A/78%)","50,000 .. 100,000","00:00 (00:00)","TurtleBlaze","The Arcade Crew, Gamera Games"
"100","Shadow Empire","Dec 3, 2020","$39.99","N/A (N/A/78%)","50,000 .. 100,000","00:00 (00:00)","VR Designs","Slitherine Ltd."
"101","Shady Part of Me","Dec 10, 2020","$14.99","N/A (N/A/78%)","50,000 .. 100,000","00:00 (00:00)","Douze Dixièmes","Focus Entertainment"
"115","Chronos: Before the Ashes","Dec 1, 2020","$29.99","N/A (N/A/77%)","50,000 .. 100,000","00:00 (00:00)","Gunfire Games, THQ Nordic","THQ Nordic"
"121","The Coma 2: Vicious Sisters","Jan 28, 2020","$14.99","N/A (N/A/77%)","50,000 .. 100,000","00:00 (00:00)","Dvora Studio Co., Ltd.","Headup"
"134","Broken Lines","Feb 25, 2020","$3.74","N/A (N/A/76%)","50,000 .. 100,000","00:00 (00:00)","BirdIsland/PortaPlay","SuperGG.com"
"148","LUNA The Shadow Dust","Feb 13, 2020","$19.99","N/A (N/A/75%)","50,000 .. 100,000","00:00 (00:00)","Lantern Studio","Coconut Island Games, Application Systems Heidelberg"
"158","Relicta","Aug 3, 2020","$1.99","N/A (N/A/74%)","50,000 .. 100,000","00:00 (00:00)","Mighty Polygon","Ravenscourt"
"161","John Wick Hex","Dec 4, 2020","$19.99","N/A (N/A/74%)","50,000 .. 100,000","00:00 (00:00)","Bithell Games","Good Shepherd Entertainment"
"172","The Innsmouth Case","Jun 23, 2020","$1.24","N/A (N/A/73%)","50,000 .. 100,000","00:00 (00:00)","RobotPumpkin Games","Assemble Entertainment"
"175","Popup Dungeon","Aug 12, 2020","$24.99","N/A (N/A/73%)","50,000 .. 100,000","00:00 (00:00)","Triple.B.Titles","Humble Games"
"183","Rock of Ages 3: Make & Break","Jul 21, 2020","$29.99","N/A (N/A/72%)","50,000 .. 100,000","00:00 (00:00)","ACE Team, Giant Monkey Robot","Maximum Entertainment, 3goo"
"184","Monster Energy Supercross - The Official Videogame 3","Feb 4, 2020","$24.99","N/A (N/A/72%)","50,000 .. 100,000","00:00 (00:00)","Milestone S.r.l.","Milestone S.r.l."
"192","HyperParasite","Apr 3, 2020","$17.99","N/A (N/A/71%)","50,000 .. 100,000","00:00 (00:00)","Troglobytes Games","Nicalis, Inc., Hound Picked Games"
"210","Shenmue III","Nov 19, 2020","$2.99","N/A (N/A/69%)","50,000 .. 100,000","00:00 (00:00)","YS Net","Prime Matter"
"213","Maid of Sker","Jul 28, 2020","$24.99","N/A (N/A/69%)","50,000 .. 100,000","00:00 (00:00)","Wales Interactive","Wales Interactive"
"236","Close to the Sun","May 5, 2020","$3.99","N/A (N/A/66%)","50,000 .. 100,000","00:00 (00:00)","Storm in a Teacup","Wired Productions"
"237","Transient: Extended Edition","Oct 28, 2020","$19.99","N/A (N/A/65%)","50,000 .. 100,000","00:00 (00:00)","Stormling Studios","Iceberg Interactive"
"253","Kingdom Under Fire: The Crusaders","Feb 28, 2020","$19.99","N/A (N/A/60%)","50,000 .. 100,000","00:00 (00:00)","Blueside","Blueside, Incredi Soft"
"254","Days of War: Definitive Edition","Feb 4, 2020","$24.99","N/A (N/A/60%)","50,000 .. 100,000","00:00 (00:00)","Driven Arts","Driven Arts"
"259","Disaster Report 4: Summer Memories","Apr 7, 2020","$59.99","N/A (N/A/58%)","50,000 .. 100,000","00:00 (00:00)","Granzella Inc.","NIS America, Inc."
"260","Bee Simulator","Nov 17, 2020","$19.99","N/A (N/A/58%)","50,000 .. 100,000","00:00 (00:00)","VARSAV Game Studios","Nacon"
"262","Tears of Avia","Oct 15, 2020","$14.99","N/A (N/A/56%)","50,000 .. 100,000","00:00 (00:00)","CooCooSqueaky Games","PQube"
"264","The Walking Dead Onslaught","Sep 29, 2020","$29.99","N/A (N/A/56%)","50,000 .. 100,000","00:00 (00:00)","Survios","Survios"
"272","Shing!","Aug 28, 2020","$19.99","N/A (N/A/52%)","50,000 .. 100,000","00:00 (00:00)","Mass Creation","We Dig Games, NA Publishing Inc., WhisperGames"
"273","Table Manners: Physics-Based Dating Game","Feb 14, 2020","$2.69","N/A (N/A/51%)","50,000 .. 100,000","00:00 (00:00)","Echo Chamber Games","Curve Games"
"370","Slimey Champions","Jun 17, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Mibli","Mibli"
"393","Nevermore - Documentary Kinetic Novel","Nov 30, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Nikita Kaf Jam Productions","Nikita Kaf Jam Publishing"
"404","Monolith","Nov 27, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","202-N Studios","202-N Studios"
"441","The Rooster's Chess","Sep 28, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","The Rooster's Chess","The Rooster's Chess"
"455","BattleMaster","Aug 29, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","KGS","KGS"
"461","Directional Isolation VR","Jul 17, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Noah Maestre","NKT Studio"
"467","Warring States","Dec 23, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Paper Games","Paper Games"
"489","Frog X Log","Apr 10, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Oddfellows Software","Oddfellows Software"
"494","Modern Arena","Oct 14, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Indie","Indie"
"497","Kane's Shadow","Apr 22, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Plush Productions LLC","Plush Productions LLC"
"513","The Beast of Stormy Forest","Sep 29, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Cobley Games","Cobley Games"
"549","Fashion Show Makeover Mega Pack","Sep 29, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Games For Girls OÜ","Games For Girls OÜ"
"554","天仙变","Oct 29, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","上海闪速软件发展有限公司","上海闪速软件发展有限公司"
"559","The First Confrontation","Sep 1, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","NPMS(Number Personal Model Studio)","NPMS(Number Personal Model Studio)"
"565","刺沙","Oct 23, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","刺沙","刺沙"
"575","HistoryMaker VR","Aug 12, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Schell Games","Schell Games"
"616","欢乐消消乐","May 1, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","赣州怡玩文化传媒有限公司","赣州怡玩文化传媒有限公司"
"630","Souls Lore","Aug 20, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Gotcha Gotcha Games, 道楽, KADOKAWA","Gotcha Gotcha Games"
"631","Escape from Poalet","Sep 11, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Pedro Gilabert","Pedro Gilabert"
"647","OUBEY VR - Samurai","Jul 20, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Kubikfoto GmbH","Kubikfoto GmbH"
"652","Fight For Eden","Dec 18, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Andonis Gaja","Andonis Gaja"
"670","Starship Saboteur Prototype","May 5, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Catland","Catland"
"677","Javols VR","Dec 1, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","IGO","Région Occitanie - Direction de la Culture et du Patrimoine et Direction des systèmes d’information et des usages numériques"
"683","Dört Model Müzesi","Dec 20, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","GameWork Studios","GameWork Studios"
"696","Deadly Forest","Aug 29, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Rpg Adventures","Rpg Adventures"
"703","CoronaFighter","Apr 19, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Aaron W. Calhoun, Noah W. Calhoun","Self"
"712","Coronavirus - Nano Force","Jun 25, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Daniel Snow","Daniel Snow"
"713","Enthrean Radiance : Prologue","Oct 29, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Enthrean Guardian, Eggion, stellarNull","Eggion"
"737","American Isekai Prologue","Jul 14, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Merle Tester","GMV Studios"
"756","The Front of Greed","Oct 7, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","LightningSoft","LightningSoft"
"796","Elemental","Nov 20, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Ali Kaan BAŞHAN","Ali Kaan BAŞHAN"
"800","Flatline","Aug 25, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","T-Hex","DigiPen Institute of Technology"
"806","Объемная История","Oct 9, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","VRT","VRT"
"808","All-Time Battle","Oct 24, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Broken Bunny Studios, Inc","Broken Bunny Studios, Inc"
"822","Commander '85 Prologue","Jul 16, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","The Moonwalls","WIG Publishing, SIG Publishing"
"881","Lone King","Jul 4, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","slizer88","slizer88"
"904","Debugger 3.16 // Recoded // Despair of the Developer Edition","Oct 19, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Spiderwork Games","Spiderwork Games"
"918","Jumpala: Tryouts Edition","Sep 3, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Yokereba Games","Versus Evil"
"939","Parked In The Dark","Sep 1, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Black Curtain Studio","Black Curtain Studio"
"954","Rainbows, toilets & unicorns!","Apr 17, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Fantastico Studio","Fantastico Studio"
"968","Shades Of Heroes","Nov 2, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Infosuccess3d","Infosuccess3d"
"994","Operation Covid-19","Jun 12, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Supernice","Supernice"
"1012","Ratten Reich - Dance of Kings","Oct 25, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","MAS","MAS"
"1030","These Nights Alone","Dec 5, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","ryArt","ryArt"
"1031","Astro Sentai Jarbonder","Dec 14, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","ipei_retland","ipei_retland"
"1046","Poco In","Aug 10, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Sonic-Alpha","NS"
"1047","Das Balkonzimmer","Dec 2, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","FLO-server","FLO-server"
"1050","PP Puncher","Oct 7, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","brennfeu","brennfeu"
"1060","Andromeda One Zombies","Jul 15, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Yann GEFFROTIN","Yann GEFFROTIN"
"1068","MEDICALHOLODECK. The medical DICOM Viewer and Human Anatomy Lab in Virtual Reality.","Oct 7, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Medicalholodeck.com","Medicalholodeck.com"
"1099","THE SKIES: REBORN","Nov 12, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Skies Technologies","Skies Technologies"
"1109","Bound Forest Alpha","Aug 17, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Treplacon Studio","Treplacon Studio"
"1110","破坏效应","Sep 24, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","9xgame, xStudios.net","9xgame"
"1112","Realm of Alters","Feb 1, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Realm of Alters Limited","Realm of Alters Limited"
"1124","Freaky Clown : Town Mystery","Dec 27, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Z & K Games","Z & K Games"
"1130","Welcome to Emba","Dec 23, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","NON Grata Studio","NON Grata Studio"
"1133","2020: THE RIDE","Dec 19, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Pariah Interactive Inc.","Dot Precision LLC"
"1140","7 Bones and 7 Stones - The Ritual","Oct 20, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","RunAroundGames","RunAroundGames"
"1178","Somnium Space VR","Feb 20, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Somnium Space Ltd.","Somnium Space Ltd."
"1180","Deity Driving","Jan 21, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Graceless Games","Graceless Games"
"1191","Bamerang: Warm-Up Duel","Aug 12, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Lululu Entertainment","Lululu Entertainment"
"1195","Bodyless","Sep 17, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Virtual and Physical Media Integration Association of Taiwan","Virtual and Physical Media Integration Association of Taiwan"
"1200","Amarok Dreams Demo","Oct 6, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Kirley Games","Kirley Games"
"1202","20,000 Miles Under the Sea","Jul 27, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","CreaTeam","CreaTeam"
"1212","Gripper: Prologue","Aug 6, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Heart Core","Heart Core"
"1213","DragonFang - Drahn's Mystery Dungeon","Feb 3, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Toydea, Degica","Degica"
"1229","Winds Rhapsody","Aug 23, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Ocean's Dream","KOMODO"
"1230","Vaccine19","Dec 25, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","coolnames","coolnames"
"1237","Dirty Harry's Thunder Drive","Feb 18, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Thunder Clap","Thunder Clap"
"1238","I'mitation The Eight Suicide Note","Apr 19, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","木枯組, 木枯リオ","木枯組, 木枯リオ"
"1242","Notre-Dame de Paris: Journey Back in Time","Sep 10, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Ubisoft","Ubisoft"
"1247","First Person Shooter Kit Showcase","Jul 28, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Kelint","Kelint"
"1251","HaberDashers","May 27, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","SMU Guildhall","SMU Guildhall"
"1254","Arcus","Dec 31, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","LWMedia","LWMedia"
"1255","NEAR DEADline","Aug 12, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Dumb ****ing Horse","Scarecrow Arts"
"1256","Gravity","Jun 18, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Daniel Gelber","Daniel Gelber"
"1263","POWER","Sep 3, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Oppressive Games","Oppressive Games"
"1268","The Picture in The House","Dec 12, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Dystopia Game Studio","Dystopia Game Studio"
"1275","ARISEN: Prologue","Jul 18, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Maratus","Maratus"
"1281","Unsung Kingdom","Jul 4, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Laineus, 真符","Laineus"
"1284","War Identity","Dec 3, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","PWNED Studio","PWNED Studio"
"1289","IdleCoin","Dec 21, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","BovinoSoftware","BovinoSoftware"
"1305","Mayhem in Single Valley: Confessions","Apr 30, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Fluxscopic Ltd.","tinyBuild"
"1315","Daikaiju Daikessen: Versus","Nov 18, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","One Secret Pseudo","One Secret Pseudo"
"1325","AKER FERN","May 31, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Chaos Group Games","Chaos Group Games"
"1327","Leons Identität","Sep 3, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","btf","btf"
"1335","Boiling Steel: Preface","Jan 10, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","MIROWIN","MIROWIN"
"1336","FIT Food","Jul 28, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","BP","FIT Talent Games"
"1339","Aimi","Oct 20, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Toasty","Toasty"
"1349","Abyss The Forgotten Past: Prologue","Dec 4, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","OWG Studios","Sedoc LLC"
"1352","FlowState","Feb 28, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Timothy Ichiyasu, Joshua Rice","None"
"1353","Kari","Jul 14, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Team Unmanagable","Breda University of Applied Sciences"
"1354","Zombie Island","Jan 1, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Sheer Studios","Sheer Studios"
"1362","Rebirth Fantasy","Jun 9, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Retro Craftz Studio","Retro Craftz Studio"
"1373","Music Maker (64 Bit) Steam Edition","Oct 9, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","MAGIX Software GmbH","MAGIX Software GmbH"
"1380","Plot of the Druid: Nightwatch","Oct 15, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Yakir Israel, Adventure4Life Studios","Yakir Israel, Adventure4Life Studios"
"1386","Doomtrooper CCG","Aug 3, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Secret Cow Level","Secret Cow Level"
"1387","Lockheart Indigo","Jul 31, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Fangsoft","Fangsoft"
"1400","Dieselpunk Wars Prologue","Apr 20, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Image Power S.A., Roasted Games","Image Power S.A., PlayWay S.A."
"1405","Icarus Online","Mar 11, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","WemadeIO, Valofe","101XP"
"1408","Never BreakUp Beta","Oct 15, 2020","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","ISVR","ISVR"
"1409","Gunman And The Witch","Feb 14, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Phun Peeticharoenthum, Wichayuth Luaengtawekul, Noppasin Ngamsanguanprapa, Jeeratumrong Nakpracha, Pawika Khampawong","Phun Peeticharoenthum"
"1410","Wolf's Gang","Aug 20, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Caz","KOMODO"
"1412","Guiding Light","Jan 20, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Corner Office Games","Corner Office Games"
"1413","Electro Ride Prologue","May 30, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Sylwester Osik","Forestlight Games"
"1417","Lightless","Jun 19, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Bahman Aminipour","Bahman Aminipour"
"1420","ArchiTac","Jun 25, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Squish-Fish Games","Squish-Fish Games"
